0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 2105 38 197 0 0 0 219 0 1070 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 791 0 11 0 0 0 32 0 13 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 3255 70 329 0 0 0 312 0 1655 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1842 0 41 0 0 0 64 0 21 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 2105 38 197 0 0 0 219 0 1070 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 791 0 11 0 0 0 32 0 13 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 3484 70 329 0 0 0 312 0 1694 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1904 0 41 0 0 0 64 0 21 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 2105 38 197 0 0 0 219 0 1070 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 791 0 11 0 0 0 32 0 13 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 3508 70 329 0 0 0 312 0 1700 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1913 0 41 0 0 0 64 0 21 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 149 10 56 0 0 0 59 7 509 0 0 0 12 1 6 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 449 5 36 0 0 0 69 2 27 0 0 0 25 3 6 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 29 1 5 0 0 0 7 0 13 0 0 0 5 0 1 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 312 76 137 0 0 0 180 17 1281 0 0 0 24 3 23 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 916 12 72 0 0 0 124 8 338 0 0 0 57 4 15 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 68 2 9 0 0 0 22 3 33 0 0 0 11 0 2 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1118 9 34 0 0 0 47 7 424 0 0 0 10 5 11 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 437 5 22 0 0 0 64 3 22 0 0 0 20 3 11 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 25 2 3 0 0 0 9 1 11 0 0 0 3 0 3 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1876 78 109 0 0 0 163 16 1185 0 0 0 17 9 35 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1886 6 77 0 0 0 111 10 324 0 0 0 55 8 18 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 49 3 8 0 0 0 21 1 40 0 0 0 11 0 6 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1126 9 34 0 0 0 47 7 432 0 0 0 10 5 11 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 437 5 22 0 0 0 64 3 22 0 0 0 20 3 11 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 25 2 3 0 0 0 9 1 11 0 0 0 3 0 3 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 2026 78 109 0 0 0 163 16 1218 0 0 0 17 9 35 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 2080 6 77 0 0 0 111 10 341 0 0 0 55 8 18 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 49 3 8 0 0 0 21 1 40 0 0 0 11 0 6 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 34 0 17 0 0 0 32 14 197 0 0 0 11 4 5 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 159 1 14 0 0 0 28 4 19 0 0 0 18 5 8 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 27 3 1 0 0 0 15 1 25 0 0 0 13 4 3 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 378 48 56 0 0 0 107 33 850 0 0 0 44 19 45 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 894 4 37 0 0 0 69 8 90 0 0 0 57 8 15 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 62 6 6 0 0 0 41 3 46 0 0 0 37 8 6 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 121 1 24 0 0 0 27 7 182 0 0 0 6 0 3 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 272 2 20 0 0 0 30 1 21 0 0 0 12 2 6 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 48 0 3 0 0 0 7 0 13 0 0 0 8 2 3 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 257 59 74 0 0 0 133 12 763 0 0 0 25 12 15 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1293 4 64 0 0 0 75 5 157 0 0 0 54 9 16 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 70 1 8 0 0 0 18 0 34 0 0 0 24 5 6 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 56 2 14 0 0 0 20 11 132 0 0 0 8 4 8 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 177 1 15 0 0 0 24 3 22 0 0 0 14 6 5 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 18 0 1 0 0 0 9 1 16 0 0 0 3 2 0 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
